movie_title;director_name;num_critic_for_reviews;duration;actor_1_name;actor_2_name;num_voted_users;facenumber_in_poster;num_user_for_reviews;language;country;content_rating;budget;title_year;imdb_score
Bride Wars;Gary Winick;152;89;Anne Hathaway;Steve Howey;79094;2;129;English;USA;PG;30000000;2009;5.4
Death Becomes Her;Robert Zemeckis;49;104;Bruce Willis;Meryl Streep;78974;3;173;English;USA;PG-13;55000000;1992;6.4
The Five-Year Engagement;Nicholas Stoller;232;131;Alison Brie;Jacki Weaver;78974;2;141;English;USA;R;30000000;2012;6.2
Land of the Dead;George A. Romero;252;97;Tony Nappo;Shawn Roberts;78883;8;662;English;Canada;R;15000000;2005;6.2
Lady in the Water;M. Night Shyamalan;284;110;Bryce Dallas Howard;Freddy Rodríguez;78635;1;1040;English;USA;PG-13;70000000;2006;5.6
A Streetcar Named Desire;Elia Kazan;94;125;Marlon Brando;Karl Malden;78454;0;233;English;USA;PG;1800000;1951;8.0
Sense and Sensibility;Ang Lee;69;136;Alan Rickman;Kate Winslet;78392;2;196;English;USA;PG;16500000;1995;7.7
DragonHeart;Rob Cohen;60;103;Dennis Quaid;Brian Thompson;78343;0;139;English;USA;PG-13;57000000;1996;6.4
The X Files: I Want to Believe;Chris Carter;270;108;Mitch Pileggi;Callum Rennie;78256;0;492;English;USA;PG-13;30000000;2008;5.9
Four Rooms;Allison Anders;51;110;Salma Hayek;Alicia Witt;78241;6;177;English;USA;R;4000000;1995;6.7
Safe Haven;Lasse Hallström;184;115;David Lyons;Noah Lomax;78008;0;160;English;USA;PG-13;28000000;2013;6.7
The Switch;Josh Gordon;181;101;Caroline Dhavernas;Scott Elrod;77987;2;120;English;USA;PG-13;19000000;2010;6.1
30 Minutes or Less;Ruben Fleischer;220;83;Bianca Kajlich;Dilshad Vadsaria;77935;3;122;English;Germany;R;28000000;2011;6.1
Bad Grandpa;Jeff Tremaine;157;102;Jackson Nicoll;Georgina Cates;77724;0;162;English;USA;R;15000000;2013;6.6
The One;James Wong;98;85;Jason Statham;Jet Li;77684;1;294;English;USA;PG-13;49000000;2001;5.9
Sahara;Breck Eisner;163;124;Matthew McConaughey;Rainn Wilson;77673;3;463;English;UK;PG-13;130000000;2005;6.0
The Painted Veil;John Curran;143;125;Toby Jones;Sally Hawkins;77656;0;220;Mandarin;China;PG-13;19400000;2006;7.5
Boys Don't Cry;Kimberly Peirce;123;118;Alicia Goranson;Brendan Sexton III;77551;0;434;English;USA;R;2000000;1999;7.6
eXistenZ;David Cronenberg;196;115;Jennifer Jason Leigh;Sarah Polley;77493;0;527;English;Canada;R;31000000;1999;6.8
Small Soldiers;Joe Dante;100;108;Kirsten Dunst;Denis Leary;77415;0;139;English;USA;PG-13;40000000;1998;6.1
The Walk;Robert Zemeckis;335;123;Joseph Gordon-Levitt;Soleyman Pierini;77394;0;195;English;USA;PG;35000000;2015;7.4
Mr. Smith Goes to Washington;Frank Capra;96;120;Claude Rains;Jean Arthur;77392;7;245;English;USA;Not Rated;1500000;1939;8.2
Broken Arrow;John Woo;72;108;Delroy Lindo;Samantha Mathis;77390;2;189;English;USA;R;50000000;1996;6.0
Tootsie;Sydney Pollack;94;116;Bill Murray;Sydney Pollack;77366;1;194;English;USA;PG;22000000;1982;7.4
I Love You Phillip Morris;Glenn Ficarra;242;102;Dameon Clarke;Louis Herthum;77305;0;162;English;France;R;13000000;2009;6.6
The Core;Jon Amiel;149;135;Glenn Morshower;Tchéky Karyo;77029;0;466;English;USA;PG-13;60000000;2003;5.4
The Lucky One;Scott Hicks;170;101;Blythe Danner;Riley Thomas Stewart;76882;0;106;English;USA;PG-13;25000000;2012;6.5
Naked Gun 33 1/3: The Final Insult;Peter Segal;43;83;George Kennedy;Fred Ward;76850;5;85;English;USA;PG-13;30000000;1994;6.4
Born on the Fourth of July;Oliver Stone;72;145;Tom Cruise;Tom Berenger;76842;0;173;English;USA;R;14000000;1989;7.2
Paranormal Activity 3;Henry Joost;251;94;Johanna Braddy;Sprague Grayden;76828;0;314;English;USA;R;5000000;2011;5.8
That Awkward Moment;Tom Gormican;164;94;Mackenzie Davis;Lola Glaudini;76791;3;100;English;USA;R;8000000;2014;6.1
Year One;Harold Ramis;170;100;Olivia Wilde;Oliver Platt;76770;2;203;English;USA;PG-13;60000000;2009;4.9
Intolerable Cruelty;Joel Coen;161;100;Cedric the Entertainer;Paul Adelstein;76560;1;322;English;USA;PG-13;60000000;2003;6.3
Colombiana;Olivier Megaton;201;112;Jordi Mollà;Callum Blue;76498;0;203;English;France;PG-13;40000000;2011;6.4
The Spy Who Loved Me;Lewis Gilbert;112;123;Caroline Munro;Desmond Llewelyn;76477;2;275;English;UK;PG;14000000;1977;7.1
Waiting...;Rob McKittrick;91;94;Ryan Reynolds;Dane Cook;76467;3;236;English;USA;R;3000000;2005;6.8
Hellraiser;Clive Barker;203;86;Andrew Robinson;Ashley Laurence;76407;0;335;English;UK;R;1000000;1987;7.0
Patton;Franklin J. Schaffner;112;172;George C. Scott;Karl Malden;76398;0;258;English;USA;GP;12000000;1970;8.0
Superman II;Richard Lester;121;116;Margot Kidder;Ned Beatty;76331;4;269;English;USA;PG;54000000;1980;6.8
The Box;Richard Kelly;287;115;Frank Langella;Gillian Jacobs;76303;1;376;English;USA;PG-13;16000000;2009;5.6
The Devil's Rejects;Rob Zombie;261;109;Sid Haig;Ken Foree;76267;0;687;English;USA;R;7000000;2005;6.9
Saw VI;Kevin Greutert;156;92;Costas Mandylor;Shawnee Smith;76207;0;194;English;Canada;R;11000000;2009;6.0
Skyline;Colin Strause;221;97;David Zayas;Donald Faison;76199;0;944;English;USA;PG-13;10000000;2010;4.4
Super Troopers;Jay Chandrasekhar;100;100;Geoffrey Arend;Daniel von Bargen;76151;0;333;English;USA;R;1200000;2001;7.1
Conspiracy Theory;Richard Donner;80;135;Julia Roberts;Alex McArthur;76099;1;162;English;USA;R;75000000;1997;6.7
Philomena;Stephen Frears;354;98;Steve Coogan;Mare Winningham;76094;2;233;English;UK;PG-13;12000000;2013;7.6
The Hurricane;Norman Jewison;65;146;Denzel Washington;Vincent Pastore;76016;0;265;English;USA;R;38000000;1999;
Run All Night;Jaume Collet-Serra;236;114;Liam Neeson;Common;76010;2;205;English;USA;R;50000000;2015;6.6
Elizabeth;Shekhar Kapur;141;124;Fanny Ardant;John Gielgud;75973;1;409;English;UK;R;25000000;1998;7.5
Ghost Ship;Steve Beck;156;91;Isaiah Washington;Ron Eldard;75920;0;474;English;USA;R;35000000;2002;5.5
Ride Along;Tim Story;146;99;Bruce McGill;Tika Sumpter;75903;1;109;English;USA;PG-13;25000000;2014;6.2
The Rite;Mikael Håfström;267;114;Anthony Hopkins;Colin O'Donoghue;75864;1;197;English;USA;PG-13;37000000;2011;6.0
Glengarry Glen Ross;James Foley;120;100;Kevin Spacey;Al Pacino;75675;1;365;English;USA;R;12500000;1992;7.8
Monsters;Gareth Edwards;344;94;Scoot McNairy;Whitney Able;75669;0;451;English;UK;R;500000;2010;6.4
Dreamcatcher;Lawrence Kasdan;175;136;Morgan Freeman;Michael O'Neill;75573;1;662;English;USA;R;68000000;2003;5.5
Tango & Cash;Andrey Konchalovskiy;45;97;Sylvester Stallone;Jack Palance;75365;1;149;English;USA;R;55000000;1989;6.3
Cop Out;Kevin Smith;203;107;Bruce Willis;Tracy Morgan;75347;2;176;English;USA;R;37000000;2010;5.6
The Final Destination;David R. Ellis;221;82;Krista Allen;Andrew Fiscella;75345;0;290;English;USA;R;40000000;2009;5.2
Joy;David O. Russell;315;124;Jennifer Lawrence;Robert De Niro;75329;3;256;English;USA;PG-13;60000000;2015;6.6
The Best Exotic Marigold Hotel;John Madden;264;124;Tom Wilkinson;Penelope Wilton;75306;3;266;English;UK;PG-13;10000000;2011;7.3
You Only Live Twice;Lewis Gilbert;130;117;Donald Pleasence;Burt Kwouk;75280;0;267;English;UK;Approved;9500000;1967;6.9
Edge of Darkness;Martin Campbell;258;117;Bojana Novakovic;Ray Winstone;75201;1;256;English;UK;R;80000000;2010;6.6
The Muppets;James Bobin;398;;Bill Cobbs;Eric Jacobson;75176;3;252;English;USA;PG;45000000;2011;7.1
Cheaper by the Dozen;Shawn Levy;104;94;Tom Welling;Alyson Stoner;75152;15;288;English;USA;PG;40000000;2003;5.8
Live and Let Die;Guy Hamilton;136;121;Yaphet Kotto;Geoffrey Holder;74957;3;251;English;UK;PG;7000000;1973;6.8
Disaster Movie;Jason Friedberg;111;88;Carmen Electra;Tony Cox;74945;0;359;English;USA;PG-13;25000000;2008;1.9
Nick and Norah's Infinite Playlist;Peter Sollett;166;90;Ari Graynor;Alexis Dziena;74887;2;129;English;USA;PG-13;9000000;2008;6.7
Our Idiot Brother;Jesse Peretz;179;90;Zooey Deschanel;Adam Scott;74875;1;115;English;USA;R;5000000;2011;6.4
Crocodile Dundee;Peter Faiman;35;93;Paul Hogan;Linda Kozlowski;74743;1;93;English;Australia;PG-13;8800000;1986;6.5
The Losers;Sylvain White;213;97;Chris Evans;Jason Patric;74691;1;165;English;USA;PG-13;25000000;2010;6.4
The Conversation;Francis Ford Coppola;149;113;Harrison Ford;Teri Garr;74651;2;313;English;USA;PG;1600000;1974;7.9
Letters to Juliet;Gary Winick;159;105;Vanessa Redgrave;Marcia DeBonis;74630;1;156;English;USA;PG;30000000;2010;6.5
Friday;F. Gary Gray;20;97;Nia Long;John Witherspoon;74626;1;157;English;USA;R;3500000;1995;7.3
Good Luck Chuck;Mark Helfrich;127;101;Dane Cook;Dan Fogler;74622;1;150;English;USA;R;25000000;2007;5.6
My Sister's Keeper;Nick Cassavetes;148;109;Jason Patric;Sofia Vassilieva;74476;2;184;English;USA;PG-13;30000000;2009;7.4
Harry Brown;Daniel Barber;224;97;Joseph Gilgun;Jack O'Connell;74435;1;224;English;UK;R;7300000;2009;7.2
Octopussy;John Glen;106;131;Louis Jourdan;Kabir Bedi;74374;0;225;English;UK;PG;27500000;1983;6.6
Justin Bieber: Never Say Never;Jon M. Chu;84;115;Usher Raymond;Sean Kingston;74351;1;233;English;USA;G;13000000;2011;1.6
Doctor Dolittle;Betty Thomas;73;85;Oliver Platt;Raven-Symoné;74343;0;98;English;USA;PG-13;71500000;1998;5.3
Bridget Jones: The Edge of Reason;Beeban Kidron;143;108;Colin Firth;Jim Broadbent;74315;1;259;English;UK;R;40000000;2004;5.9
Runaway Bride;Garry Marshall;103;116;Julia Roberts;Christopher Meloni;74274;2;255;English;USA;PG;70000000;1999;5.5
Diamonds Are Forever;Guy Hamilton;120;120;Desmond Llewelyn;Lois Maxwell;74249;2;276;English;UK;GP;7200000;1971;6.7
Here Comes the Boom;Frank Coraci;154;105;Salma Hayek;Reggie Lee;74169;2;112;English;USA;PG;42000000;2012;6.5
Licence to Kill;John Glen;117;133;Robert Davi;Talisa Soto;74009;0;317;English;UK;PG-13;32000000;1989;6.6
The Man with the Golden Gun;Guy Hamilton;118;125;Christopher Lee;Hervé Villechaize;73950;3;258;English;UK;PG;13000000;1974;6.8
Frankenweenie;Tim Burton;370;87;Martin Landau;Catherine O'Hara;73886;0;165;English;USA;PG;39000000;2012;7.0
Election;Alexander Payne;175;103;Matthew Broderick;Chris Klein;73640;0;441;English;USA;R;8000000;1999;7.3
Anaconda;Luis Llosa;119;89;Frank Welker;Eric Stoltz;73539;0;271;English;USA;PG-13;45000000;1997;4.6
They Live;John Carpenter;172;93;Meg Foster;Peter Jason;73501;0;333;English;USA;R;4000000;1988;7.3
Righteous Kill;Jon Avnet;198;101;Robert De Niro;Al Pacino;73368;2;248;English;USA;R;60000000;2008;6.0
Beginners;Mike Mills;261;105;Goran Visnjic;Lou Taylor Pucci;73349;4;142;English;USA;R;3200000;2010;7.2
Grosse Pointe Blank;George Armitage;111;107;Minnie Driver;Michael Cudlitz;73347;1;296;English;USA;R;15000000;1997;7.4
Brooklyn;John Crowley;351;111;Julie Walters;Fiona Glascott;73249;1;212;English;UK;PG-13;11000000;2015;7.5
Dead Man Walking;Tim Robbins;77;122;Lois Smith;Celia Weston;73193;0;190;English;UK;R;11000000;1995;7.6
The Thomas Crown Affair;John McTiernan;152;113;Mark Margolis;Faye Dunaway;73068;0;419;English;USA;R;48000000;1999;6.8
Finding Forrester;Gus Van Sant;137;136;F. Murray Abraham;Rob Brown;73006;1;297;English;USA;PG-13;43000000;2000;7.3
The Raven;James McTeigue;265;110;Pam Ferris;Dave Legeno;72886;1;190;English;USA;R;26000000;2012;6.4
Sky Captain and the World of Tomorrow;Kerry Conran;197;106;Angelina Jolie Pitt;Laurence Olivier;72868;2;618;English;USA;PG;70000000;2004;6.1
Killers;Robert Luketic;140;100;Tom Selleck;Lisa Ann Walter;72867;2;120;English;USA;PG-13;75000000;2010;5.4
A Christmas Carol;Robert Zemeckis;240;96;Robin Wright;Colin Firth;72809;0;249;English;USA;PG;200000000;2009;6.8
St. Vincent;Theodore Melfi;275;102;Bill Murray;Naomi Watts;72803;3;171;English;USA;PG-13;13000000;2014;7.3
Sex Drive;Sean Anders;102;129;Katrina Bowden;Michael Cudlitz;72715;1;103;English;USA;R;19000000;2008;6.5
We Own the Night;James Gray;222;117;Robert Duvall;Oleg Taktarov;72693;4;199;English;USA;R;21000000;2007;6.9
War;Philip G. Atwell;119;103;Jason Statham;Jet Li;72673;0;166;English;USA;R;25000000;2007;6.3
Haywire;Steven Soderbergh;394;93;Channing Tatum;Michael Fassbender;72646;5;397;English;Ireland;R;23000000;2011;5.8
Primer;Shane Carruth;143;77;Shane Carruth;David Sullivan;72639;0;371;English;USA;PG-13;7000;2004;7.0
Atlantis: The Lost Empire;Gary Trousdale;146;95;Leonard Nimoy;Jim Varney;72591;0;289;English;USA;PG;120000000;2001;6.8
Piranha 3D;Alexandre Aja;365;88;Adam Scott;Kelly Brook;72552;0;374;English;USA;R;24000000;2010;5.5
Sling Blade;Billy Bob Thornton;104;148;Robert Duvall;Dwight Yoakam;72443;0;309;English;USA;R;890000;1996;8.0
Bedtime Stories;Adam Shankman;144;99;Adam Sandler;Carmen Electra;72326;0;116;English;USA;PG;80000000;2008;6.1
Driving Miss Daisy;Bruce Beresford;61;99;Morgan Freeman;Jessica Tandy;72324;1;134;English;USA;PG;7500000;1989;7.4
ParaNorman;Chris Butler;328;92;Anna Kendrick;Kodi Smit-McPhee;72287;0;176;English;USA;PG;60000000;2012;7.0
Final Fantasy: The Spirits Within;Hironobu Sakaguchi;166;106;Steve Buscemi;Ming-Na Wen;72259;1;788;English;USA;PG-13;137000000;2001;6.4
For Your Eyes Only;John Glen;112;127;Julian Glover;Topol;72085;1;263;English;UK;PG;28000000;1981;6.8
WarGames;John Badham;84;114;Matthew Broderick;Barry Corbin;71842;0;152;English;USA;PG;12000000;1983;7.1
In the Heart of the Sea;Ron Howard;289;122;Chris Hemsworth;Benjamin Walker;71782;0;161;English;USA;PG-13;100000000;2015;7.0
A League of Their Own;Penny Marshall;41;128;Tom Hanks;Lori Petty;71754;3;166;English;USA;PG;40000000;1992;7.2
Out of Sight;Steven Soderbergh;158;123;Don Cheadle;Albert Brooks;71708;1;307;English;USA;R;48000000;1998;7.0
My Week with Marilyn;Simon Curtis;386;99;Eddie Redmayne;Toby Jones;71679;1;216;English;UK;R;6400000;2011;7.0
Confessions of a Dangerous Mind;George Clooney;181;113;Dick Clark;David Julian Hirsh;71596;0;276;English;USA;R;29000000;2002;7.1
The Legend of Zorro;Martin Campbell;137;129;Michael Emerson;Nick Chinlund;71574;1;244;Spanish;USA;PG;75000000;2005;5.9
Treasure Planet;Ron Clements;127;95;Joseph Gordon-Levitt;Martin Short;71527;0;217;English;USA;PG;140000000;2002;7.1
Monster's Ball;Marc Forster;153;112;Heath Ledger;Peter Boyle;71495;1;522;English;USA;R;4000000;2001;7.1
Scooby-Doo;Raja Gosnell;138;86;Sarah Michelle Gellar;Linda Cardellini;71424;3;521;English;USA;PG;84000000;2002;4.9
Another Earth;Mike Cahill;242;92;Robin Lord Taylor;William Mapother;71387;1;228;English;USA;PG-13;100000;2011;7.0
Fantasia;James Algar;;120;Leopold Stokowski;Deems Taylor;71321;0;230;English;USA;G;2280000;1940;7.8
Leap Year;Anand Tucker;134;100;Adam Scott;Kaitlin Olson;71276;2;181;English;USA;PG;19000000;2010;6.4
Elektra;Rob Bowman;196;100;Jennifer Garner;Cary-Hiroyuki Tagawa;71202;0;380;English;Canada;PG-13;43000000;2005;4.8
National Lampoon's Vacation;Harold Ramis;55;98;Beverly D'Angelo;Randy Quaid;71183;1;183;English;USA;R;15000000;1983;7.4
Monster House;Gil Kenan;190;91;Steve Buscemi;Jon Heder;71137;0;229;English;USA;PG;75000000;2006;6.6
Half Nelson;Ryan Fleck;208;106;Ryan Gosling;Tristan Mack Wilds;70885;2;189;English;USA;R;700000;2006;7.2
Mirror Mirror;Tarsem Singh;382;106;Julia Roberts;Nathan Lane;70838;1;208;English;USA;PG;85000000;2012;5.6
The New World;Terrence Malick;222;150;Christian Bale;Michael Greyeyes;70771;0;671;English;USA;PG-13;30000000;2005;6.7
A Good Year;Ridley Scott;147;117;Archie Panjabi;Albert Finney;70698;1;196;English;USA;PG-13;35000000;2006;6.9
That's My Boy;Sean Anders;157;116;Adam Sandler;Leighton Meester;70681;2;198;English;USA;R;70000000;2012;5.6
Amour;Michael Haneke;447;127;Isabelle Huppert;Emmanuelle Riva;70382;1;190;French;France;PG-13;8900000;2012;7.9
Ultraviolet;Kurt Wimmer;158;94;Milla Jovovich;Cameron Bright;70341;1;830;English;USA;PG-13;30000000;2006;4.4
Beasts of the Southern Wild;Benh Zeitlin;663;93;Quvenzhané Wallis;Gina Montana;70336;0;269;English;USA;PG-13;1800000;2012;7.3
Sweet November;Pat O'Connor;94;119;Keanu Reeves;Charlize Theron;70292;1;274;English;USA;PG-13;40000000;2001;6.7
The Last Emperor;Bernardo Bertolucci;75;219;Cary-Hiroyuki Tagawa;Joan Chen;70274;0;133;English;China;PG-13;23000000;1987;7.8
Hide and Seek;John Polson;180;101;Robert De Niro;Dylan Baker;70205;0;450;English;USA;R;30000000;2005;5.9
Persepolis;Vincent Paronnaud;242;89;Catherine Deneuve;Gena Rowlands;70194;0;158;French;France;PG-13;7300000;2007;8.0
Bring It On;Peyton Reed;139;98;Kirsten Dunst;Lindsay Sloane;70141;1;385;English;USA;PG-13;10000000;2000;5.9
Home;Tim Johnson;165;94;Jim Parsons;Matt Jones;70121;0;214;English;USA;PG;135000000;2015;6.7
Hostel: Part II;Eli Roth;252;94;Jay Hernandez;Lauren German;69989;0;384;English;USA;R;10000000;2007;5.4
Arlington Road;Mark Pellington;155;117;Jeff Bridges;Spencer Treat Clark;69980;1;591;English;USA;R;21500000;1999;7.2
It's Complicated;Nancy Meyers;187;120;Meryl Streep;Hunter Parrish;69860;2;214;English;USA;R;85000000;2009;6.6
My Name Is Khan;Karan Johar;210;128;Shah Rukh Khan;Jimmy Shergill;69759;2;235;Hindi;India;PG-13;12000000;2010;8.0
Ghostbusters;Paul Feig;464;116;Ed Begley Jr.;Kate McKinnon;69757;4;1211;English;USA;PG-13;144000000;2016;5.5
Cool Runnings;Jon Turteltaub;39;98;Doug E. Doug;Leon;69733;1;97;English;USA;PG;15000000;1993;6.9
The Best Offer;Giuseppe Tornatore;124;131;Jim Sturgess;Sean Buchanan;69676;2;131;English;Italy;R;13500000;2013;7.8
Clear and Present Danger;Phillip Noyce;42;141;Harrison Ford;Dean Jones;69663;1;133;English;USA;PG-13;62000000;1994;6.9
Cop Land;James Mangold;131;120;Robert De Niro;Sylvester Stallone;69576;3;207;English;USA;R;10000000;1997;6.9
Funny Games;Michael Haneke;250;111;Naomi Watts;Siobhan Fallon Hogan;69569;0;436;English;USA;R;15000000;2007;6.5
Moonraker;Lewis Gilbert;121;126;Desmond Llewelyn;Lois Chiles;69534;2;294;English;UK;PG;;1979;6.3
London Has Fallen;Babak Najafi;225;99;Gerard Butler;Radha Mitchell;69484;3;323;English;UK;R;60000000;2016;5.9
The Living Daylights;John Glen;105;130;Joe Don Baker;Desmond Llewelyn;69457;1;271;English;UK;PG;30000000;1987;6.7
3 Days to Kill;McG;211;123;Connie Nielsen;Richard Sammel;69355;0;211;English;USA;PG-13;28000000;2014;6.2
Analyze That;Harold Ramis;105;96;Robert De Niro;Cathy Moriarty;69319;1;138;English;USA;R;60000000;2002;5.9
The Quick and the Dead;Sam Raimi;63;107;Leonardo DiCaprio;Pat Hingle;69197;0;216;English;Japan;R;32000000;1995;6.4
The Weather Man;Gore Verbinski;156;102;Nicolas Cage;Hope Davis;69172;1;316;English;USA;R;22000000;2005;6.6
The Spiderwick Chronicles;Mark Waters;198;107;Martin Short;Tod Fennell;68935;0;125;English;USA;PG;90000000;2008;6.6
The Host - SC;Joon-ho Bong;363;110;Doona Bae;Kang-ho Song;68883;0;279;Korean;South Korea;R;11000000;2006;7.0
Around the World in 80 Days;Frank Coraci;188;120;Jim Broadbent;Steve Coogan;68722;0;191;English;USA;PG;110000000;2004;5.8
A View to a Kill;John Glen;108;131;Patrick Macnee;Alison Doody;68565;2;300;English;UK;PG;30000000;1985;6.3
Gremlins 2: The New Batch;Joe Dante;105;106;Christopher Lee;Robert Picardo;68428;0;148;English;USA;PG-13;50000000;1990;6.3
Maid in Manhattan;Wayne Wang;114;105;Bob Hoskins;Frances Conroy;68417;2;242;English;USA;PG-13;55000000;2002;5.1
You  Me and Dupree;Anthony Russo;136;110;Todd Stashwick;Billy Gardell;68417;1;195;English;USA;PG-13;54000000;2006;5.6
Jingle All the Way;Brian Levant;81;94;Jim Belushi;Harvey Korman;68406;1;162;English;USA;PG;60000000;1996;5.4
Thirteen;Catherine Hardwicke;126;100;Holly Hunter;Sarah Clarke;68222;2;545;English;USA;R;1500000;2003;6.8
Take Shelter;Jeff Nichols;359;121;Katy Mixon;Shea Whigham;68211;0;219;English;USA;R;5000000;2011;7.4
The Doors;Oliver Stone;82;140;Michael Wincott;Kevin Dillon;68159;1;209;English;USA;R;38000000;1991;7.2
The Kite Runner;Marc Forster;201;128;Mustafa Haidari;Shaun Toub;68119;0;230;Dari;USA;PG-13;20000000;2007;7.6
Jackass: The Movie;Jeff Tremaine;106;87;Bam Margera;Steve-O;67992;0;327;English;USA;R;5000000;2002;6.6
Saw 3D: The Final Chapter;Kevin Greutert;178;90;Costas Mandylor;Gina Holden;67978;0;279;English;Canada;R;20000000;2010;5.6
Secretary;Steven Shainberg;163;104;Jeremy Davies;Stephen McHattie;67949;1;390;English;USA;R;4000000;2002;7.1
To Rome with Love;Woody Allen;275;112;Ornella Muti;Judy Davis;67893;0;163;English;USA;R;17000000;2012;6.3
Hidalgo;Joe Johnston;140;136;J.K. Simmons;Viggo Mortensen;67856;1;345;English;USA;PG-13;100000000;2004;6.7
The Last House on the Left;Dennis Iliadis;241;114;Tony Goldwyn;Monica Potter;67822;0;279;English;USA;R;15000000;2009;6.6
Lolita;Stanley Kubrick;103;152;James Mason;Shelley Winters;67822;0;207;English;UK;Not Rated;2000000;1962;7.7
August: Osage County;John Wells;322;121;Benedict Cumberbatch;Meryl Streep;67797;3;285;English;USA;R;25000000;2013;7.3
Mean Streets;Martin Scorsese;112;112;Robert De Niro;David Carradine;67797;0;223;English;USA;R;500000;1973;7.4
Beautiful Creatures;Richard LaGravenese;231;124;Alden Ehrenreich;Zoey Deutch;67796;7;258;English;USA;PG-13;60000000;2013;6.2
Crazy Heart;Scott Cooper;273;112;Jeff Bridges;Beth Grant;67760;0;226;English;USA;R;7000000;2009;7.3
Zathura: A Space Adventure;Jon Favreau;136;101;Kristen Stewart;Josh Hutcherson;67707;0;202;English;USA;PG;65000000;2005;6.1
Step Up 2: The Streets;Jon M. Chu;97;98;Cassie Ventura;Mari Koda;67653;2;108;English;USA;PG-13;23000000;2008;6.2
